阅读量,评价数,标题,情感,详情页,作者,最后更新,影响力,文章内容,评价
4036,6,走势太牛了！,正,"http://guba.eastmoney.com/news,000001,876297076.html",九9999,2020/10/18 5:52,4,,！！！！明天9月16日中国股市会开始大涨，-----降准当天资金放水！-----呵呵！！-----！！！！明天9月16日中国股市会开始大涨，降准当天资金放水！呵呵！！-----老牛股-----老牛股-----牛！-----牛！-----光大、民生、兴业、北京上海等银行股老牛了！-----光大、民生、兴业、北京上海等银行股老牛了！-----大牛----------银行业三季报大幕拉开！-----中信银行打头阵，前三季度净利同比增10.74%-----北上资金昨日净买入平安银行2.97亿。-----平安银行3季报将比中信银行更优异！-----
2697,0,目前北上资金持有市值最高的10只个股为：贵州茅台1176,正,"http://guba.eastmoney.com/news,000001,881214736.html",辉少KDJ,2020/10/18 5:35,1,,
4176,11,东平牛市经典点评！永记史册！,正,"http://guba.eastmoney.com/news,000001,876445829.html",九9999,2020/10/17 23:47,4,,有没有人告诉你你爸爸的基因有点问题----------不要过早卖出，主升浪还没启动！暂时不卖后期才祝大家发财！-----中国石油龙头开始了-----中国石油龙头开始了-----655买入会不会上套了-----抱歉！内容已删除-----你的高开呢？你的3060呢？今天发现猪瘟了，快去看看你粑粑麻麻吧----------近是石油和能源大牛市行情要先表现表现啦！他们会拉动指数上涨-----有没有人告诉你你爸爸的基因有点问题----------你好厉害耶，今天拉了-30！你粑粑怎么教的你？出门就吠----------你好厉害耶，今天拉了-30！你粑粑怎么教的你？出门就吠----------银行强势股！-----有没有人告诉你你爸爸的基因有点问题----------你懂茄子-----你懂茄子-----你个赔钱货----------你懂茄子-----涨了吧茄子
1290,1,坐稳了准备起飞了,正,"http://guba.eastmoney.com/news,000001,881189442.html",俺四打酱油了,2020/10/17 20:52,5,,中信银行：前三季度实现净利同比增长10.74%-----从明天起，中信银行带领银行板块大涨
23098,129,利好不断，金融股最受益，拿好手中股票。大金融行情启,正,"http://guba.eastmoney.com/news,000001,880348747.html",胜者为王9g,2020/10/17 19:41,4,,"九哥，早上好，-----老师早----------红塔证券15.99买了27万9000元的目标19-----感觉这一个月大盘有冲年度新高的可能性-----谢谢牛9老师-----您辛苦了！我有平安，东财，中环，东财和中环刚刚解套-----紧抓不放----------老师，我刚关注您，现在买进哪个呢？-----谢谢牛9老师-----您辛苦了！我有平安，东财，中环，东财和中环刚刚解套-----紧抓不放--------------------老师，我刚关注您，现在买进哪个呢？-----现在上去了,再找机会-----九哥，早上好，-----早----------老师早----------早----------9哥，保险，券商，银行可以一直拿长线吗？-----老师，我刚关注您，现在买进哪个呢？-----银行上去了,注意保险和券商,东财,海通,中国平安,别追高,等下来买,靠近5日线,仓位三至四成.-----老师-----老师，您让买的股票都买了，海通，两个平安还有中环，谢谢老师。-----，请问还有低价票推荐吗？-----哥可以买了说一下，目前还有两三成仓-----9哥早上好-----愿跟着哥的都能赚钱----------为什么我之前说，深发展可以永远持有？-----一.价值理论-----二.他的定位-----1.改革开放100年是国策-----2.深圳是改革的前沿，窗口，试点-----3.金融是经济的顶层-----4.深发展不是一家企业，而是中国国策的象征，旗帜，旗手-----第二大点，才是他的精义-----深发展，-----老师太棒了-----幸亏握着没放手----------老师，银行来得及上车，长信科技现在值得入吗？-----老师，您好银行保险证券我之前买了但又卖了，这会不适合追涨了吧？不知道还有什么机会-----九哥现在有啥入手推荐的嘛？-----多谢9哥，中环上星期12.75买入的-----东方证券东方证券东方证券重要的事说三片-----老师今天中环股份有可能创新高吗？-----刚关注9哥，平安银行还可以入吗？还有推荐不？---------------9哥，保险，券商，银行可以一直拿长线吗？-----拿一两年-----老师，您让买的股票都买了，海通，两个平安还有中环，谢谢老师。-----，请问还有低价票推荐吗？-----别太多股票,看不过来.三只左右-----哥可以买了说一下，目前还有两三成仓-----证券还有机会,海通在券商板块里,有大资金介入,主力实力强劲-----老师，银行来得及上车，长信科技现在值得入吗？-----不值得"
933,0,涨辣么多了，估计这下凉凉了。,正,"http://guba.eastmoney.com/news,000001,881162018.html",航海飞天,2020/10/17 16:42,35,,
1236,0,明天很大概率是大涨，上升趋势还在，温和调整,正,"http://guba.eastmoney.com/news,000001,881140565.html",ohdibsushs,2020/10/17 14:55,15,,
1363,2,重仓进入,正,"http://guba.eastmoney.com/news,000001,881126218.html",hddtinhffD,2020/10/17 14:40,35,,你都看到15的，现在就重仓入？吹空调-----你都看到15的，现在就重仓入？吹空调-----我不入地狱谁入地狱
1314,3,有强庄，怎么可能让暴跌呢？拉起来,正,"http://guba.eastmoney.com/news,000001,881113246.html",壹画,2020/10/17 14:11,35,,风险来了，强庄跑得还更快-----能跑掉吗？庄量大-----风险来了，强庄跑得还更快-----你看看北水九月买了多少？跑得掉吗
872,0,大难不死，必有死福，利空跌不动，看涨。,正,"http://guba.eastmoney.com/news,000001,881113804.html",先知先觉指南针,2020/10/17 14:05,3,,
871,0,马上红,正,"http://guba.eastmoney.com/news,000001,881108782.html",股友7pYx4R,2020/10/17 13:53,2,,
851,0,平安不可能大跌的，不然大盘就太不好看了,正,"http://guba.eastmoney.com/news,000001,881104899.html",股市小唧唧,2020/10/17 13:44,2,,
896,1,平安承托力强，放心！,正,"http://guba.eastmoney.com/news,000001,881103823.html",交给时间就对了,2020/10/17 13:40,15,,强不强，看明天就知道了，饱让你大跌眼镜
858,0,平安银行的利空还将继续发酵,正,"http://guba.eastmoney.com/news,000001,881102778.html",股友du58q9,2020/10/17 13:39,3,,
869,0,理应利好。,正,"http://guba.eastmoney.com/news,000001,881100361.html",hangengin9,2020/10/17 13:33,15,,
919,0,业绩爆发,正,"http://guba.eastmoney.com/news,000001,881100802.html",夫子庙的操盘手,2020/10/17 13:33,25,,
1132,1,还是平安厉害，要是一般的股开盘就跌停了,正,"http://guba.eastmoney.com/news,000001,881098419.html",股市小唧唧,2020/10/17 13:28,2,,不跑是傻的，到时只有哭的份。
695,0,加仓！,正,"http://guba.eastmoney.com/news,000001,881089682.html",MANE,2020/10/17 13:04,1,,
688,1,下不来嘛[微笑],正,"http://guba.eastmoney.com/news,000001,881089298.html",zxccvbnmytfcv,2020/10/17 13:03,3,,没收盘呢
655,0,牛逼，坚挺,正,"http://guba.eastmoney.com/news,000001,881089114.html",恋上冰点,2020/10/17 13:02,15,,
609,0,牛逼，坚挺,正,"http://guba.eastmoney.com/news,000001,881089112.html",恋上冰点,2020/10/17 13:02,15,,
668,0,跌停绝对不会，这么大的盘子,正,"http://guba.eastmoney.com/news,000001,881088925.html",黄金我喜欢,2020/10/17 13:01,25,,
1208,6,利好啊！,正,"http://guba.eastmoney.com/news,000001,881087041.html",猛牛2019,2020/10/17 13:11,35,,利空出尽　　问题排除了　问题发现后被清除了啊-----开盘涨停-----看看浦发银行那出的问题出事的多了去---------------三季报将于2019-10-22披露----------借机洗盘
1793,2,北向净买入5000多万,正,"http://guba.eastmoney.com/news,000001,880952811.html",米兰大小小偉,2020/10/17 12:59,1,,早上以为是外资砸的，结果下午----------
58449,15,低估值成最大做多理由！10月以来14只银行股涨幅超8%,正,"http://guba.eastmoney.com/news,cjpl,880769293.html",财经评论资讯,2020/10/17 10:52,5,科技股“审美疲劳”，大蓝筹揭竿而起！　　10月以来，A股市场探底回升，科技股等前期主题类个股板块偃旗息鼓，以银行股为代表的白马蓝筹股拔地而起，光大银行、平安银行等甚至拉出一波“主升浪”。　　多家主流私募机构表示，低估值、外资增持、分红率高等多个因素，可能引发四季度大蓝筹板块展开一轮持续性较强的估值提升行情，相关投资机会值得密切关注。　　银行股起舞领涨蓝筹　　今日在沪深股市缩量回调、个股普跌的背景下，以酿酒、银行为代表的大市值蓝筹板块逆势走强。银行指数(880471)小涨0.15%，位列两市行业板块涨幅第五位。从近期A股主要股指的涨跌表现来看，以上证50和银行股为代表大蓝筹的结构性强势风格则更为明显。　　10月以来两市33只银行股中，共有7只银行股涨幅超10%，14只涨幅超过8%。　　光大银行、平安银行等龙头股日K线走势上，则拉出了一波主升浪。　　外资青睐低估值　　统计数据显示，截至10月15日收盘，10月以来的6个交易日内，北向资金净买入A股金额已逼近100亿元(97.62亿元)，并推动2019年至今的净买入规模逼近2000亿元整数大关(1960.24亿元)。对于北向资金等外资资金持续大买A股的原因，私募排排网本周发布的一份最新问卷调查显示，有超过一半(51.26%)的私募机构认为，“A股处于估值洼地”，是引发9月以来北向资金A股净买入规模创出新高的主要原因。对于外资持续增持的行业板块，私募机构则把金融板块列为第一。　　私募排排网调查结果显示，目前有多达38.46%的私募机构认为，未来北向资金将继续持有以银行股为主的金融股，显著高于食品饮料、科技、医药等行业板块。相关私募机构认为，银行等金融股估值低、股价波动小、分红稳定等优点，将成为主流外资资金的底仓配置。四季度大蓝筹有望延续结构性强势　　在近期银行股等部分大盘蓝筹股已然强势拉涨的背景下，对于短中期蓝筹板块的进一步表现，目前不少私募机构表示继续看好。　　上海少数派投资表示，银行股是近一年来大蓝筹中涨幅比较小的板块。由于白酒、保险等北上资金偏好的大蓝筹涨幅较大，近期银行股的表现大致可以定位是“补涨”。而后续偏好大蓝筹的资金，预计还将选择银行股买入。而从长期来看，本轮大蓝筹板块的强势风格周期，事实上是从2016年下半年开始的，目前还处于中期阶段。本轮大蓝筹的强势周期，预计还会持续好几年。虽然从短线来看有一定获利回吐压力，但从长期来看，大蓝筹未来的空间仍然很大，如果出现调整是很好的买入机会。　　上海宽桥金融首席投资官唐弢表示，近期银行股持续走强，可能存在三大驱动因素：　　第一，从历史经验来看，四季度银行板块有一定的季节性走强效应；　　第二，前三季度成长股、消费股大幅上涨，估值已高，传统周期股板块基本面波动性较大，导致大类机构投资者向金融股方面调仓，特别是银行板块由于具有股息高、估值低、业绩平稳的优势，更容易受到主流资金追捧；　　第三，前期财政部新政要求商业银行对超额计提拨备部分还原成未分配利润进行分配，有望进一步提高未来银行股的股息率。　　此外，唐弢还认为，未来把握蓝筹股投资的策略，仍然需要围绕业绩着手。　　上海联创永泉表示，四季度A股市场的运行预计将大致围绕两条主线展开：一是与正在披露的三季报相关的季报行情，二则是低估值板块的估值提升方面。前者的代表包括消费、科技成长股；后者则是以银行、地产为代表的大蓝筹板块，这些板块由于在之前较长一段时间内股价明显滞涨，四季度有望成为主流资金调仓布局的重点方向。　　基岩资本副总裁范波表示，近期银行股走强主要是因为估值比较低，市场到年底往往会选择低估值板块布局，赚“估值切换”的钱。虽然A股在冲击3000点一线会有一定短期压力，但四季度市场预计仍然会震荡向上，并有望挑战年内高点。,"即将分拆上市的第一股铜陵有色，从昨天的公告中分析得出的结论-----即将分拆上市的第一股铜陵有色，从昨天的公告中分析得出的结论-----他们在嚎叫：你们快来买呀！我扛不住啦！-----你们快来买呀！我扛不动啦！-----这是要出货的节奏，找接盘的呢-----钱都没了，拿什么买。-----私募从来就没正眼瞧过银行股。-----存量的就那点前-----套住人。让ge了去买-----怕左右艾尔瓜-----永远反着做，不要相信机构的话。-----没人接盘，自己玩吧-----私募高呼散户快来接盘蓝筹股-----快跑！！！！-----买茅台-----做为韭菜散户的自己，自2012一2019年至今满仓满融从未清过仓。-----周一上证冲过3000占，第一次空仓!休战至12月中下旬。-----19年忙活了三季，纯赢利83万余RMB，确保胜利劳动果实。-----长期投资。50变3元-----上证3000点仅仅是整数关而已,上证20月均线才是A股市场中线行情分水岭!"
797,2,还是你好啊，哥们,正,"http://guba.eastmoney.com/news,000001,881053885.html",买股票靠猜,2020/10/17 10:45,25,,？-----这个票算咋买的最好的一个
762,0,今日小幅回落，择日拉升大涨,正,"http://guba.eastmoney.com/news,000001,881048722.html",交给时间就对了,2020/10/17 10:33,15,,
964,3,王者归来,正,"http://guba.eastmoney.com/news,000001,881039968.html",追涨杀跌霸气侧漏,2020/10/17 10:21,25,,18-----气的我一口老血喷出来。随时预备好----------明天18
684,0,赚几斤猪肉了,正,"http://guba.eastmoney.com/news,000001,881039842.html",股票小菜鸟112,2020/10/17 10:15,25,,
776,0,新高,正,"http://guba.eastmoney.com/news,000001,881033951.html",股友7pYx4R,2020/10/17 10:06,2,,
1016,0,平安银行：融资净买入8476.3万元，两市排名第六（10-1,正,"http://guba.eastmoney.com/news,cjpl,881005375.html",财经评论资讯,2020/10/17 8:58,5,平安银行融资融券信息显示，2019年10月16日融资净买入8476.3万元；融资余额36.88亿元，较前一日增加2.35%。融资方面，当日融资买入3.22亿元，融资偿还2.37亿元，融资净买入8476.3万元，净买入额两市排名第六，连续4日净买入累计1.86亿元。融券方面，融券卖出52.81万股，融券偿还107.89万股，融券余量369.54万股，融券余额6204.56万元。融资融券余额合计37.5亿元。免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。,
